id,isbn13,name,author,publisher,book_edition,book_edition,book_language,book_binding,currency_code,price,weight,delivery_charge,quantity,discount,publishing_year,description,no_of_pages,image,cat_id
9172,9780198483052,"ORT:STG 7 STORIES CLS PK OF 36 NEW",ORT,"OUP Oxford",NULL,NULL,English,Paperback,INR,12000,59g,NULL,50,5.00,"2011-01-06 05:30:00.000",NULL,24,9780198483052.jpg,0
9173,9780198484127,"ORT:STG 5 DEC& DEV PACK OF 6",ORT,"OUP Oxford",NULL,NULL,English,Paperback,INR,1075,405g,NULL,50,5.00,"2011-04-24 05:30:00.000",NULL,24,9780198484127.jpg,0
9174,9780198484660,"ORT:FLOP PHON NF ST5 PACK OF 6 NEW",OXFORD,"Oxford University Press",NULL,NULL,English,Paperback,INR,1585,558g,NULL,50,5.00,"2011-01-06 05:30:00.000",NULL,24,9780198484660.jpg,0
9175,9780198484844,"ORT:FLOP PHON NF ST6 PACK OF 6 NEW",OXFORD,"Oxford University Press",NULL,NULL,English,Paperback,INR,1350,434g,NULL,50,5.00,"2011-01-06 05:30:00.000",NULL,24,9780198484844.jpg,0
9177,9780198485339,"ORT:FLOP PHON ST5A PACK OF 6 NEW",OXFORD,"Oxford University Press",NULL,NULL,English,Paperback,INR,1200,620g,0.00,50,22.00,"2011-01-06 05:30:00.000",NULL,24,9780198485339.jpg,0
9178,9780199162413,"ORT:LEV 3 WORKBOOK 3A PACK OF 30 P",ORT,"OUP Oxford",NULL,NULL,English,Book,INR,3870,"2kg 200g",NULL,50,5.00,"1989-03-02 05:30:00.000",NULL,24,9780199162413.jpg,0
9179,9780199162437,"ORT:STG 4 WORKBOOK 4A PACK OF 30 P",ORT,"OUP Oxford",NULL,NULL,English,Book,INR,3870,"2kg 190g",NULL,50,5.00,"1989-03-02 05:30:00.000",NULL,24,9780199162437.jpg,0
9180,9780195627213,"TREE TOPS (OIP)","CORBETT  JIM",Oxford,NULL,NULL,English,Paperback,INR,155,61g,0.00,50,5.00,"1998-12-01 05:30:00.000","Encore Tricolore Nouvelle Edition has been written to help your students achieve excellent results at all stages of their French learning.",25,9780195627213.jpg,0
9181,9780192735379,"Winnie World","Korky Paul, Valerie Thomas","Oxford University Press",NULL,NULL,English,Paperback,INR,100,160g,30.00,50,5.00,"2014-12-30 05:30:00.000","Encore Tricolore nouvelle edition builds on the success of Encore Tricolore and Tricolore. The new edition is exactly the right level for middle to high ability. The course now incorporates new features to bring it in line with the revised GCSE and Standard Grade specifications.",32,9780192735379.jpg,0
9182,9780192738332,"Winnie World","Korky Paul, Valerie Thomas","Oxford University Press",NULL,NULL,English,Paperback,INR,140,100g,NULL,50,5.00,"2014-12-30 05:30:00.000",NULL,32,9780192738332.jpg,0
9183,9780198368526,"Nelson Handwriting: Year 1/Primary 2. Pu","Warwick, Anita; York, Nicola","OUP Oxford",NULL,NULL,English,Paperback,INR,275,136g,NULL,50,5.00,"2016-04-21 05:30:00.000","A new edition of the well-loved Nelson Handwriting programme, this Pupil Book 1A revises the letter families and introduces the four joins. It also provides practice for capital letters and numbers.",32,9780198368526.jpg,0
9184,9780198368533,"Nelson Handwriting: Year 1/Primary 2. Pu","Warwick, Anita; York, Nicola","OUP Oxford",NULL,NULL,English,Paperback,INR,250,134g,40.00,50,18.00,"2016-04-21 05:30:00.000","A new edition of the well-loved Nelson Handwriting programme, this Pupil Book 1B revises the joins and provides links to Letters and Sounds Phase 5.",32,9780198368533.jpg,0
9188,9780198396994,"ORT:EWBCK:L7 MIXED PK OF 6","Hunt, Roderick; Alex;","Oxford University Press",NULL,NULL,English,Paperback,INR,1505,540g,0.00,50,1.00,"2018-01-15 05:30:00.000",NULL,32,9780198396994.jpg,0
9189,9780198397076,"ORT:EWBCK:L8 MIXED PK OF 6","Hunt, Roderick; Alex;","Oxford University Press",NULL,NULL,English,Paperback,INR,1685,535g,NULL,50,5.00,"2018-01-15 05:30:00.000",NULL,32,9780198397076.jpg,0
9190,9780198397151,"ORT:EWBCK:L9 MIXED PK OF 6","Hunt, Roderick; Alex;","Oxford University Press",NULL,NULL,English,Paperback,INR,2150,545g,NULL,50,5.00,"2018-01-15 05:30:00.000",NULL,32,9780198397151.jpg,0
9191,9780198408444,"NELSON ENGLISH INTL WORKBOOK 2",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,125,44g,NULL,50,5.00,"2016-08-01 05:30:00.000","Nelson English International offers a Student Workbook at each of the six levels. This enables pupils to work at home or in the classroom on language exercises that will test and reinforce their understanding of the core material already covered in the Student Textbook",32,9780198408444.jpg,0
9192,9780198408451,"NELSON ENGLISH INTL WORKBOOK 3",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,135,44g,NULL,50,5.00,"2016-08-01 05:30:00.000","Nelson English International offers a Student Workbook at each of the six levels. This enables pupils to work at home or in the classroom on language exercises that will test and reinforce their understanding of the core material already covered in the Student Textbook. The Workbook material is both challenging and varied to allow the key skill areas of Grammar, Spelling, Comprehension, Punctuation and Vocabulary Building to be reinforced.",32,9780198408451.jpg,0
9193,9780198408468,"NELSON ENGLISH INTL WORKBOOK 4",.,"Oxford University Press",,,English,Paperback,INR,145,44g,0.00,50,5.00,2016,"Nelson English International offers a Student Workbook at each of the six levels. This enables pupils to work at home or in the classroom on language exercises that will test and reinforce their understanding of the core material already covered in the Student Textbook.",32,9780198408468.jpg,0
9194,9780198418511,"ORT:TT GREAT L9 SEA STORIES PK 6","Doyle, Malachy; Assanelli, Victoria","Oxford University Press",NULL,NULL,English,Paperback,INR,1550,348g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418511.jpg,0
9195,9780198418528,"ORT:TT GREAT L9 MAGIC COW PK 6","Llewellyn, Claire; Goldemberg, Anais","Oxford University Press",,,English,Paperback,INR,1500,346g,0.00,50,5.00,"2017-06-08 05:30:00.000",,32,"51Ltx7R-yBL._SY348_BO1,204,203,200_.jpg",0
9196,9780198418535,"ORT:TT GREAT L9 PUSS IN BOOTS PK 6","Goodhart, Pippa; Radcliffe, Thomas; Perrault, Charles","Oxford University Press",NULL,NULL,English,Paperback,INR,1500,348g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418535.jpg,0
9197,9780198418542,"ORT:TT GREAT L10 THE PIED PIPER PK 6","Geras, Adele; Beck, Ian","Oxford University Press",NULL,NULL,English,Paperback,INR,1500,360g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418542.jpg,0
9198,9780198418559,"ORT:TT GREAT L10 FABULOUS FABLES PK 6","Nadin, Joanna; Troitskaya, Irina; Aesop","Oxford University Press",NULL,NULL,English,Paperback,INR,1380,358g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418559.jpg,0
9199,9780198418566,"ORT:TT GREAT L10 SLEEPING BEAUTY PK 6","Goodhart, Pippa; Willey, Bee; Perrault, Charles","Oxford University Press",NULL,NULL,English,Paperback,INR,1500,356g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418566.jpg,0
9200,9780198418573,"ORT:TT GREAT L11 THUMBELINA PK 6","Foreman, Michael; Foreman, Michael;","Oxford University Press",NULL,NULL,English,Paperback,INR,1500,356g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418573jpg,0
9201,9780198418580,"ORT:TT GREAT L11 SWALLOW & NIGHTING PK 6","Zucker, Jonny; Lan, Qu; Wilde, Oscar","Oxford University Press",NULL,NULL,English,Paperback,INR,1500,356g,50.00,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418580.jpg,0
9202,9780198418597,"ORT:TT GREAT L11 RIP VAN WINKLE PK 6","Blake, Jon; Boatella, Pep; Irving, Washington","Oxford University Press",NULL,NULL,English,Paperback,INR,1380,360g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,32,9780198418597.jpg,0
9203,9780198446163,"ORT:TREE MYTH LEG LEV 10 ROBIN HOOD N/E",.,"OUP Oxford",NULL,NULL,English,Paperback,INR,460,58g,NULL,50,5.00,"2014-01-09 05:30:00.000",NULL,32,9780198446163.jpg,0
9206,9780198483229,"ORT:STG 7 MORE STRYBK B PK OF 6 NEW",OXFORD,"Oxford University Press",NULL,NULL,English,Paperback,INR,1475,481g,NULL,50,5.00,"2011-01-06 05:30:00.000",NULL,32,9780198483229.jpg,0
9208,9780198483403,"ORT:STG 8 MORE STR A PK OF 6 NEW",OXFORD,"Oxford University Press",NULL,NULL,English,Paperback,INR,1530,550g,0.00,50,5.00,"2011-01-06 05:30:00.000",NULL,32,9780198483403.jpg,0
9210,9780199117161,"OXF FIRST PICTURE WORD BOOK",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,205,158g,NULL,50,5.00,"2011-05-12 05:30:00.000",NULL,32,9780199117161.jpg,0
9211,9780199162512,"ORT:LEV 7 WORKBOOK 2 PACK OF 30",ACKLAND,"OUP Oxford",NULL,NULL,English,Book,INR,3870,"2kg 760g",NULL,50,5.00,"1989-03-02 05:30:00.000",NULL,32,9780199162512.jpg,0
9212,9780194302272,"PERSON TO PERSON 3E 1 TEST BOOK PACK",RICHARDS,"Oxford University Press",NULL,NULL,English,"Mix MediaCD/DVD",INR,305,145g,NULL,50,5.00,"2014-10-01 05:30:00.000","The books aim to empower learners to think, communicate and express themselves fluently in English. The eight-level course presents a rich collection of extracts and selections from English literature, across genres, cultures and mediums, and creative, collaborative and exploratory activities for experiential English language learning.",35,9780194302272.jpg,0
9213,9780194371735,"OB CLASSROOM ENGLISH","GARDNER, BRYAN; GARDNER, FELICITY","Oxford University Press",NULL,NULL,English,Paperback,INR,425,105g,NULL,50,5.00,"2011-12-26 05:30:00.000",NULL,40,9780194371735.jpg,0
9220,9780195613261,"STORIES FROM HANS ANDERSON","Hans Andersen","Oxford University Press",NULL,NULL,English,Paperback,INR,150,60g,NULL,50,5.00,"1997-11-01 05:30:00.000",NULL,44,9780195613261.jpg,0
9221,9780174247043,"NELSON GRAMMAR PUPIL BOOK 2",WREN,"Oxford University Press",NULL,NULL,English,Paperback,INR,190,124g,0.00,50,22.00,"1998-11-05 05:30:00.000",NULL,48,9780174247043.jpg,0
9222,9780190890018,"DRAGONFLY LVL1 YELLOW BAND 2: MY FAMILY",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,140g,NULL,50,5.00,"2018-06-15 05:30:00.000",NULL,48,9780190890018.jpg,0
9223,9780190890025,"DRAGONFLY LVL1 YELLOW BAND 3: OUR SCHOOL",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,140g,NULL,50,5.00,"2018-06-15 05:30:00.000",NULL,48,9780190890025.jpg,0
9224,9780190890049,"DRAGONFLY LVL1 YELLOW BAND 5: WHAT WE DO",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,130g,NULL,50,5.00,"2018-06-15 05:30:00.000","Why has India's astonishing economic growth not reached the people at the bottom of its social and economic hierarchy?Travelling the length and breadth of the subcontinent, this book shows how India's 'untouchables' and 'tribals' fit into theglobal economy. India's Dalit and Adivasi communities make up a staggering one in twenty-five people across the globeand yet they remain amongst the most oppressed. Conceived in dialogue with economists, 'Ground Down by Growth'",48,9780190890049.jpg,0
9225,9780190890056,"DRAGONFLY LVL1.6 YELLOW:THE ANIMAL KING.",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,140g,NULL,50,5.00,"2018-06-15 05:30:00.000","Since antiquity, big mammals have inspired fear as well as fantasy among humans. Not only do megafauna pervade the domains of religion, art, literature, and folklore, it is also now widely acknowledged that they can serve as important, if not always adequate, indices of environmental quality. In this book, Shibani Bose looks into eras bygone in order to chronicle the journeys of three mega mammals, the rhinoceros, elephant, and tiger, across millennia in early north India.Carefully sifting through archaeological evidence and literary records in Sanskrit, Pali, Prakrit, and classical Western accounts, Bose documents the presence of these big mammals in diverse cultural contexts, from hunter-gatherer societies to the first urban civilization of India and beyond. This work aims to reconstruct human interactions with these mega species through time while trying to understand the larger ecology of ancient India.  This book is especially well-timed as the conservation of our megafaunal heritage is a major concern for biologists, ecologists, and conservationists. It underlines the need to historicize human interactions with these mega mammals with the contention that awareness regarding their past is critical for their future.",48,9780190890056.jpg,0
9226,9780190890063,"DRAGONFLY LVL2 LIME BAND 1: FREE TIME",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,1g,NULL,50,5.00,"2018-06-15 05:30:00.000",NULL,48,9780190890063.jpg,0
9227,9780190890070,"DRAGONFLY LVL2 LIME BAND 2:HEALTHY LIVES",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,130g,NULL,50,5.00,"2018-06-15 05:30:00.000",NULL,48,9780190890070.jpg,0
9228,9780190890087,"DRAGONFLY LVL2.3 LIME:FESTI.IN DIF.SEAS.",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,1g,NULL,50,5.00,"2018-06-15 05:30:00.000",NULL,48,9780190890087.jpg,0
9229,9780190890094,"DRAGONFLY LVL2 LIME BAND4:GROWING THINGS",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,1g,NULL,50,5.00,"2018-06-15 05:30:00.000","The course, broadly based on the guidelines provided in the National Curriculam Framework for School Education, 2005, attempts to meet the diverse needs of learners at the primary level. It is carefully designed to help learners understand different concepts in a simple and child-friendly way. The key features of the course have been designed primarily to make learning a jouyful experience, while providing opportunities for achieveing the desired learning outcomes",48,9780190890094.jpg,0
9230,9780190890100,"DRAGONFLY LVL2 LIME BAND5:HELPING OTHERS",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,130g,NULL,50,5.00,"2018-06-15 05:30:00.000",NULL,48,9780190890100.jpg,0
9231,9780190890117,"DRAGONFLY LVL2 LIME BAND 6: GOING PLACES",.,"Oxford University Press",NULL,NULL,English,Paperback,INR,110,1g,NULL,50,5.00,"2018-06-15 05:30:00.000","The course, broadly based on the guidelines provided in the National Curriculam Framework for School Education, 2005, attempts to meet the diverse needs of learners at the primary level. It is carefully designed to help learners understand different concepts in a simple and child-friendly way. The key features of the course have been designed primarily to make learning a jouyful experience, while providing opportunities for achieveing the desired learning outcomes.",48,9780190890117.jpg,0
9232,9780194524360,"HEADWAY 5E ELEMENTARY CULTURE & LITRATUR",OXFORD,"OUP Oxford",NULL,NULL,English,Paperback,INR,300,132g,NULL,50,5.00,"2019-06-01 05:30:00.000",NULL,48,9780194524360.jpg,0
9233,9780194527828,"HEADWAY 5E PRE-INTERMEDIATE CULTURE & LI",OXFORD,"OUP Oxford",NULL,NULL,English,Paperback,INR,300,132g,NULL,50,5.00,"2019-06-01 05:30:00.000",NULL,48,9780194527828.jpg,0
9234,9780194529273,"HEADWAY 5E INTERMEDIATE CULTURE & LITRAT",OXFORD,"OUP Oxford",NULL,NULL,English,Paperback,INR,300,144g,NULL,50,5.00,"2019-06-01 05:30:00.000",NULL,48,9780194529273.jpg,0
9235,9780198338475,"GEOGRAPHY SUCCESS BOOK 1","TERRY JENNINGS","OUP Oxford",NULL,NULL,English,Paperback,INR,590,141g,NULL,50,5.00,"2002-07-01 05:30:00.000",NULL,48,9780198338475.jpg,0
9236,9780198338482,"GEOGRAPHY SUCCESS BOOK 2","TERRY JENNINGS","OUP Oxford",NULL,NULL,English,Paperback,INR,570,160g,0.00,50,13.00,"2002-07-01 05:30:00.000",NULL,48,9780198338482.jpg,0
9237,9780198368137,"NT:NELSON COMPREHENSION PUPIL BOOK 1",.,"OUP Oxford",NULL,NULL,English,Paperback,INR,325,163g,NULL,50,5.00,"2016-01-28 05:30:00.000","Nelson Comprehension provides a simple and effective course for the teaching of key comprehension skills. Units cover all genres of texts - including fiction, poetry, playscripts, instructions and biography - with plenty of practice, repetition and assessment built in.",48,9780198368137.jpg,0
9240,9780198418153,"OXF INT PRI HISTORY WORKBOOK 1",LUNT/CRAWFORD/WILKES,"OUP Oxford",NULL,NULL,English,Paperback,INR,365,100g,NULL,50,5.00,"2017-11-30 05:30:00.000",NULL,48,9780198418153.jpg,0
9241,9780198418634,"ORT:TT GREAT L12 MISCHIEF MAKERS PK 6","Bradman, Tony; Horrocks, Steve","Oxford University Press",NULL,NULL,English,Paperback,INR,1500,476g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,48,9780198418634.jpg,0
9242,9780198418641,"ORT:TT GREAT L12 CHRISTMAS CAROL PK 6","McAllister, Margaret; Williamson, Pete;","Oxford University Press",NULL,NULL,English,Paperback,INR,1440,472g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,48,9780198418641.jpg,0
9243,9780198418658,"ORT:TT GREAT L12 WHO NEEDS STORIES PK 6","Reynolds, Kim; Moscato, Diego","Oxford University Press",NULL,NULL,English,Paperback,INR,1500,460g,NULL,50,5.00,"2017-06-08 05:30:00.000",NULL,48,9780198418658.jpg,0
9244,9780198446231,"ORT:TREE MYTH LEG LEV 12 HERCULES N/E","Michaela Morgan","OUP Oxford",,,English,Paperback,INR,460,80g,0.00,50,5.00,2014,,48,9780198446231.jpg,0
9245,9780195670721,"COMPUTER SCIENCE INFORMATION TECHNO. BK1","PANCHAL S & SABHARWAL A","Oxford University Press",NULL,NULL,English,Paperback,INR,165,40.8g,NULL,50,5.00,"2004-08-30 05:30:00.000",NULL,52,9780195670721.jpg,0
9246,9780190126438,"MY LEARNING LADDER GK TERM CL2 J&K U_MAP",AUTHOR,"Oxford University Press",NULL,NULL,English,Paperback,INR,145,165g,NULL,50,5.00,"2020-02-25 05:30:00.000",NULL,56,9780190126438.jpg,0
9247,9780190130848,"MY LEARNING LADDER GK SEM. CL1 J&K U_MAP",AUTHOR,"Oxford University Press",NULL,NULL,English,Paperback,INR,135,144g,NULL,50,5.00,"2020-07-27 05:30:00.000",NULL,56,9780190130848.jpg,0
9248,9780190130855,"MY LEARNING LADDER GK TERM CL3 J&K U_MAP",AUTHOR,"Oxford University Press",NULL,NULL,English,Paperback,INR,145,149g,NULL,50,5.00,"2020-07-27 05:30:00.000",NULL,56,9780190130855.jpg,0
9249,9780194247016,"DOMINOES STARTR:ARUND THE WRLD IN 80 DAY",VERNE,"Oxford University Press",NULL,NULL,English,Paperback,INR,155,109g,NULL,50,5.00,"2010-08-12 05:30:00.000",NULL,56,9780194247016.jpg,0
9250,9780194247023,"3IP VAN WINKLE & SLEEPY HOLLOW - STARTER",IRVING,"Oxford University Press",NULL,NULL,English,Paperback,INR,245,117g,40.00,50,5.00,"2010-08-12 05:30:00.000","In the twenty-five years after 1989, the world enjoyed the deepest peace in history. In The Rise and Fall of Peace on Earth, the eminent foreign policy scholar Michael Mandelbaum examines that remarkable quarter century, describing how and why the peace was established and then fell apart. To be sure, wars took place in this era, but less frequently and on a far smaller scale than in previous periods. Mandelbaum argues that the widespread peace ended because three major countries -- Vladimir Putin's Russia in Europe, Xi Jinping's China in East Asia, and the Shia clerics' Iran in the Middle East -- put an end to it with aggressive nationalist policies aimed at overturning the prevailing political arrangements in their respective regions. The three had a common motive: their need to survive in a democratic age with their countries' prospects for economic growth uncertain. Mandelbaum further argues that the key to the return of peace lies in the advent of genuine democracy, including free elections and the protection of religious, economic, and political liberty. Yet, since recent history has shown that democracy cannot be imposed from the outside, The Rise and Fall of Peace on Earth has a dual message: while the world has a formula for peace, there is no way to ensure that all countries will embrace it.",56,9780194247023.jpg,0
9251,9780194247030,"DOMINOES STARTR:WILLIAM TELL&OTHR STORIE",ESCOTT,"Oxford University Press",NULL,NULL,English,Paperback,INR,195,118g,0.00,50,5.00,"2010-08-12 05:30:00.000",NULL,56,9780194247030.jpg,0
9252,9780194247078,"DOMINOES STARTER: THE TEMPEST",SHAKESPEARE,"Oxford University Press",NULL,NULL,English,Paperback,INR,170,116g,NULL,50,5.00,"2010-06-30 05:30:00.000",NULL,56,9780194247078.jpg,0
